v_min,v_max,r_min,r_max,r_mid,grain,r_squared,n_particles,deviation
40,120,200,300,250.0,1.1196365865158735,0.9340590100810401,5763787,40.38143841768511
20,120,250,300,275.0,1.1186288732256306,0.8917814757963798,2811735,40.43509727233064
60,140,250,300,275.0,1.115641132430146,0.8648021865677811,2811735,40.59418890148317
50,120,300,350,325.0,1.1140215646128009,0.8593478416355363,1691155,40.68042786939292
50,150,250,350,300.0,1.1048524585001076,0.8946239275932669,4502890,41.16866568157041
40,150,250,350,300.0,1.0878833808308719,0.9307086514540938,4502890,42.072237442445584
30,100,200,300,250.0,1.0694198346373172,0.9393210979881513,5763787,43.05538686702251
30,100,250,350,300.0,1.0590568793109,0.9007811111272733,4502890,43.607194924872196
30,120,250,350,300.0,1.0441871693046856,0.9247455256305402,4502890,44.39897927025103
30,150,250,300,275.0,1.028498422878468,0.9265918707956027,2811735,45.23437577856933
40,130,250,350,300.0,1.013322098003214,0.9062444061407702,4502890,46.04248679429105
50,150,250,300,275.0,0.9924782458570852,0.8510932313426139,2811735,47.15238307470259
40,150,250,300,275.0,0.9624030005981481,0.8949324306069388,2811735,48.75383383396442
40,100,200,300,250.0,0.9218937475577269,0.9042327222759825,5763787,50.91087606188888
30,100,350,400,375.0,2.849134412877171,0.970441282658958,1283843,51.71109759729345
30,100,250,300,275.0,0.894686691859348,0.8469442963754958,2811735,52.35960107245218
30,120,250,300,275.0,0.8883370394702419,0.8911358121102608,2811735,52.697708228421625
40,120,250,350,300.0,0.8814064999975666,0.9203702701866375,4502890,53.06674653900071
40,130,250,300,275.0,0.8515880156084726,0.8657922639222642,2811735,54.654525260464716
40,100,250,350,300.0,0.8041586502039678,0.9087299636213968,4502890,57.18005057486858
50,120,250,350,300.0,0.7814548960873802,0.8575345361334025,4502890,58.38898316893609
40,120,250,300,275.0,0.7241645943166551,0.8642381829186916,2811735,61.43958496716425
40,100,250,300,275.0,0.6342956594941003,0.7957425214255008,2811735,66.22493825910009
50,120,250,300,275.0,0.6240934672977538,0.7648092901423613,2811735,66.7681859798853
